vraag_id,domain,workbook_id,sheet,sheet_row,component_id,question_text,antwoordtype,repo_update_effect,bewijstype_verplicht,validatiestatus_default,deadline,stakeholderpakket,answer,evidence_type,evidence_reference,correction_or_note,not_my_domain_reroute
D6-FIN-001,D6,d6_validation_workbook,Financiering,7,d6_financiering_budgetafbakening,Inloopvoorzieningen sociaal en gezond,finance_matrix,d6_finance_matrix_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,gemeente_almere_sociaal_domein_d6,,,,,
D6-FIN-002,D6,d6_validation_workbook,Financiering,8,d6_financiering_budgetafbakening,Wijkteams Almere,finance_matrix,d6_finance_matrix_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,gemeente_almere_sociaal_domein_d6,,,,,
D6-FIN-003,D6,d6_validation_workbook,Financiering,9,d6_financiering_budgetafbakening,Stevige Lokale Teams,finance_matrix,d6_finance_matrix_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,gemeente_almere_sociaal_domein_d6,,,,,
D6-FIN-004,D6,d6_validation_workbook,Financiering,10,d6_financiering_budgetafbakening,JGZ Almere,finance_matrix,d6_finance_matrix_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,gemeente_almere_sociaal_domein_d6,,,,,
D6-FIN-005,D6,d6_validation_workbook,Financiering,11,d6_financiering_budgetafbakening,GGD Flevoland-coördinatie,finance_matrix,d6_finance_matrix_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,gemeente_almere_sociaal_domein_d6,,,,,
D6-FIN-006,D6,d6_validation_workbook,Financiering,12,d6_financiering_budgetafbakening,Gezonde School / schoolwelzijn,finance_matrix,d6_finance_matrix_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,gemeente_almere_sociaal_domein_d6,,,,,
D6-FIN-007,D6,d6_validation_workbook,Financiering,13,d6_financiering_budgetafbakening,Kennis & Advies / monitoring / dashboards,finance_matrix,d6_finance_matrix_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,gemeente_almere_sociaal_domein_d6,,,,,
D6-FIN-008,D6,d6_validation_workbook,Financiering,14,d6_financiering_budgetafbakening,Samen Sterker in de Wijk,finance_matrix,d6_finance_matrix_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,gemeente_almere_sociaal_domein_d6,,,,,
D6-FIN-009,D6,d6_validation_workbook,Financiering,15,d6_financiering_budgetafbakening,PGA / Zorgzaam Flevoland / Flever-interface,finance_matrix,d6_finance_matrix_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,gemeente_almere_sociaal_domein_d6,,,,,
D6-FIN-010,D6,d6_validation_workbook,Financiering,16,d6_financiering_budgetafbakening,Digitale en operationele infrastructuur,finance_matrix,d6_finance_matrix_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,gemeente_almere_sociaal_domein_d6,,,,,
D6-FIN-011,D6,d6_validation_workbook,Financiering,17,d6_financiering_budgetafbakening,Burgerinitiatieven en informele steun,finance_matrix,d6_finance_matrix_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,gemeente_almere_sociaal_domein_d6,,,,,
D6-FIN-012,D6,d6_validation_workbook,Financiering,18,d6_financiering_budgetafbakening,Overig,finance_matrix,d6_finance_matrix_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,gemeente_almere_sociaal_domein_d6,,,,,
D6-GGD-001,D6,d6_validation_workbook,GGD Flevoland,7,ggd_flevoland_coordinatie,Reguliere publieke gezondheid,task_split_matrix,d6_validation_log_or_register_update,True,nog_niet_gevraagd,pre_contact_send_readiness,gemeente_almere_sociaal_domein_d6,,,,,
D6-GGD-002,D6,d6_validation_workbook,GGD Flevoland,8,ggd_flevoland_coordinatie,GALA/SPUK-preventie,task_split_matrix,d6_validation_log_or_register_update,True,nog_niet_gevraagd,pre_contact_send_readiness,gemeente_almere_sociaal_domein_d6,,,,,
D6-GGD-003,D6,d6_validation_workbook,GGD Flevoland,9,ggd_flevoland_coordinatie,Monitoring en dashboards,task_split_matrix,d6_validation_log_or_register_update,True,nog_niet_gevraagd,pre_contact_send_readiness,gemeente_almere_sociaal_domein_d6,,,,,
D6-GGD-004,D6,d6_validation_workbook,GGD Flevoland,10,ggd_flevoland_coordinatie,Epidemiologie en advies,task_split_matrix,d6_validation_log_or_register_update,True,nog_niet_gevraagd,pre_contact_send_readiness,gemeente_almere_sociaal_domein_d6,,,,,
D6-GGD-005,D6,d6_validation_workbook,GGD Flevoland,11,ggd_flevoland_coordinatie,Regionale IZA/AZWA-ondersteuning,task_split_matrix,d6_validation_log_or_register_update,True,nog_niet_gevraagd,pre_contact_send_readiness,gemeente_almere_sociaal_domein_d6,,,,,
D6-GGD-006,D6,d6_validation_workbook,GGD Flevoland,12,ggd_flevoland_coordinatie,D6-specifieke Almere-taak,task_split_matrix,d6_validation_log_or_register_update,True,nog_niet_gevraagd,pre_contact_send_readiness,gemeente_almere_sociaal_domein_d6,,,,,
